============================================================================================
Box Size: 2.25 X 1 X 0.8 M
Kinect Position: 0.6, 0.35, 0.35
Experiment Time: 10/07/2013 3:52:42 PM and Ticks:635167579620106840
============================================================================================
EVENTTYPE | EVENT# | HANDTYPE | X | Y | Z | TIME | STOPWATCH(ms) | SKELETON ID
IN   |10|RH1|0.75058071705819|0.17528950037831|1.16496204540125|3:53:43PM|61962|125
IN   |7|RH2|0.686334063488893|0.249553802127553|1.73213504570657|3:53:43PM|61962|109
SKT | IN | 0.2556901 | -0.002506459 | 2.052961 | 3:53:44PM | 61993 | 125
SKT | IN | 0.8034123 | 0.02553027 | 1.875584 | 3:53:44PM | 61993 | 109
IN   |8|LH1|0.700682927834044|0.141071254376806|0.996276193063541|3:53:44PM|61993|125
IN   |10|RH1|0.70665114082797|0.143835127595001|1.16978727978169|3:53:44PM|61993|125
IN   |7|RH2|0.684736539823026|0.248905205800444|1.73215364235561|3:53:44PM|61993|109
SKT | IN | 0.2581047 | 0.00166619 | 2.037052 | 3:53:44PM | 62025 | 125
SKT | IN | 0.8024897 | 0.0239411 | 1.87404 | 3:53:44PM | 62025 | 109
IN   |8|LH1|0.692917456012534|0.141882991920918|1.00199102676122|3:53:44PM|62025|125
IN   |10|RH1|0.690821160686494|0.138867331875461|1.17776583826794|3:53:44PM|62025|125
IN   |7|RH2|0.681705524471312|0.247411533212955|1.7328611494843|3:53:44PM|62025|109
SKT | IN | 0.2585004 | -0.00159338 | 2.025364 | 3:53:44PM | 62061 | 125
SKT | IN | 0.8028775 | 0.02065319 | 1.870914 | 3:53:44PM | 62061 | 109
IN   |8|LH1|0.688447107719869|0.142053133822434|1.00638746533005|3:53:44PM|62061|125
IN   |10|RH1|0.713683952366634|0.169841942249657|1.1838223853918|3:53:44PM|62061|125
IN   |7|RH2|0.678397585944028|0.246183767729346|1.73344444053412|3:53:44PM|62061|109
SKT | IN | 0.2632428 | -0.002568828 | 2.016611 | 3:53:44PM | 62093 | 125
SKT | IN | 0.8037105 | 0.02666475 | 1.868913 | 3:53:44PM | 62093 | 109
IN   |8|LH1|0.713467170276762|0.176487286285143|0.989422374216573|3:53:44PM|62093|125
IN   |10|RH1|0.707155992161822|0.166216687567452|1.18655454308049|3:53:44PM|62093|125
IN   |7|RH2|0.676704516033986|0.245658017808808|1.73370932357371|3:53:44PM|62093|109
SKT | IN | 0.2661635 | 0.0006953293 | 2.005522 | 3:53:44PM | 62125 | 125
SKT | IN | 0.8041148 | 0.02644023 | 1.865911 | 3:53:44PM | 62125 | 109
IN   |8|LH1|0.709291268924974|0.175016488545774|0.997380547914453|3:53:44PM|62125|125
IN   |10|RH1|0.703796495617562|0.165431629914421|1.18900179056909|3:53:44PM|62125|125
IN   |7|RH2|0.674034943242894|0.244088259225525|1.73291538971068|3:53:44PM|62125|109
SKT | IN | 0.2677824 | 0.002129618 | 1.999354 | 3:53:44PM | 62174 | 125
SKT | IN | 0.8025802 | 0.02200658 | 1.860713 | 3:53:44PM | 62174 | 109
IN   |8|LH1|0.706387509487991|0.175546846135524|1.0028446844779|3:53:44PM|62174|125
IN   |10|RH1|0.697791029721197|0.160771180594771|1.1916924634253|3:53:44PM|62174|125
IN   |7|RH2|0.670612683008606|0.242115641718622|1.73342632072223|3:53:44PM|62174|109
SKT | IN | 0.2692932 | -0.007219954 | 1.987765 | 3:53:44PM | 62194 | 125
SKT | IN | 0.8023183 | 0.02260923 | 1.859644 | 3:53:44PM | 62194 | 109
IN   |8|LH1|0.70163570806682|0.172187676918588|1.00959181101145|3:53:44PM|62194|125
IN   |10|RH1|0.693547357889292|0.15770468755349|1.1954866566674|3:53:44PM|62194|125
IN   |7|RH2|0.66994981976377|0.242157185058776|1.73390542285369|3:53:44PM|62194|109
SKT | IN | 0.269864 | -0.004305785 | 1.980862 | 3:53:44PM | 62225 | 125
SKT | IN | 0.8024288 | 0.02207661 | 1.860802 | 3:53:44PM | 62225 | 109
IN   |8|LH1|0.698305537007361|0.169632739203983|1.01386224536207|3:53:44PM|62225|125
IN   |10|RH1|0.690123845957482|0.154902243684956|1.19931244037101|3:53:44PM|62225|125
IN   |7|RH2|0.666816761261695|0.241296844036201|1.73483752028237|3:53:44PM|62225|109
SKT | IN | 0.2730886 | 0.00170493 | 1.978055 | 3:53:44PM | 62261 | 125
SKT | IN | 0.8040698 | 0.0230168 | 1.861682 | 3:53:44PM | 62261 | 109
IN   |8|LH1|0.694186379276568|0.165344232833884|1.01985501551645|3:53:44PM|62261|125
IN   |10|RH1|0.688078333788046|0.153944978110989|1.20243715424754|3:53:44PM|62261|125
IN   |7|RH2|0.66600285984921|0.241705811837388|1.73548816458032|3:53:44PM|62261|109
SKT | IN | 0.2750806 | -0.002928855 | 1.972798 | 3:53:44PM | 62293 | 125
SKT | IN | 0.8049468 | 0.02045851 | 1.862002 | 3:53:44PM | 62293 | 109
IN   |8|LH1|0.692103614204693|0.164409589429404|1.0237048794964|3:53:44PM|62293|125
IN   |10|RH1|0.68414150666295|0.150760350376493|1.20477306026045|3:53:44PM|62293|125
IN   |7|RH2|0.667946150054353|0.246167982746432|1.73751615300041|3:53:44PM|62293|109
SKT | IN | 0.2750442 | -0.002356591 | 1.96918 | 3:53:44PM | 62329 | 125
SKT | IN | 0.8050299 | 0.01686029 | 1.861808 | 3:53:44PM | 62329 | 109
IN   |8|LH1|0.689642836481191|0.162095350409054|1.02678131361098|3:53:44PM|62329|125
IN   |10|RH1|0.680438210532663|0.147961964229555|1.2071995653328|3:53:44PM|62329|125
IN   |7|RH2|0.667010595563664|0.246016613381094|1.73804389252168|3:53:44PM|62329|109
SKT | IN | 0.2780831 | -0.002947141 | 1.965902 | 3:53:44PM | 62373 | 125
SKT | IN | 0.8048115 | 0.01667214 | 1.862587 | 3:53:44PM | 62373 | 109
IN   |8|LH1|0.688421477722991|0.161234206760229|1.02861284512322|3:53:44PM|62373|125
IN   |10|RH1|0.678073098262624|0.147022817200006|1.2091692604107|3:53:44PM|62373|125
IN   |7|RH2|0.666019429940215|0.245552888633529|1.73893247855996|3:53:44PM|62373|109
SKT | IN | 0.2771562 | -0.002798131 | 1.961753 | 3:53:44PM | 62393 | 125
SKT | IN | 0.8067643 | 0.01437502 | 1.864732 | 3:53:44PM | 62393 | 109
IN   |8|LH1|0.686266650636639|0.159057677595522|1.03185486093986|3:53:44PM|62393|125
IN   |10|RH1|0.67623381816109|0.147740038071476|1.21119951380727|3:53:44PM|62393|125
IN   |7|RH2|0.665456166055339|0.245456692391141|1.73946594012709|3:53:44PM|62393|109
SKT | IN | 0.2780455 | 0.00166909 | 1.960589 | 3:53:44PM | 62441 | 125
SKT | IN | 0.8071514 | 0.01670223 | 1.86774 | 3:53:44PM | 62441 | 109
IN   |8|LH1|0.684789945583962|0.158176512880799|1.03354417577064|3:53:44PM|62441|125
IN   |10|RH1|0.673683752681022|0.147663060268738|1.21356605660739|3:53:44PM|62441|125
IN   |7|RH2|0.664599051276026|0.244823583777963|1.73997007620918|3:53:44PM|62441|109
SKT | IN | 0.2678767 | 0.02098621 | 1.951394 | 3:53:44PM | 62461 | 125
SKT | IN | 0.8074532 | 0.01370863 | 1.86769 | 3:53:44PM | 62461 | 109
IN   |8|LH1|0.682378460900967|0.156392259863973|1.03605186236862|3:53:44PM|62461|125
IN   |10|RH1|0.672023644139059|0.148907948445677|1.21529566417776|3:53:44PM|62461|125
IN   |7|RH2|0.665117611677975|0.245018844908409|1.74077688467539|3:53:44PM|62461|109
SKT | IN | 0.2804484 | 0.002733431 | 1.956336 | 3:53:44PM | 62493 | 125
SKT | IN | 0.8095281 | 0.02078153 | 1.872466 | 3:53:44PM | 62493 | 109
IN   |8|LH1|0.680184711982147|0.155018743398774|1.0381519724084|3:53:44PM|62493|125
IN   |10|RH1|0.669485082355264|0.149023823894634|1.21737205156908|3:53:44PM|62493|125
IN   |7|RH2|0.666187872663882|0.244820744859191|1.74140404474346|3:53:44PM|62493|109
SKT | IN | 0.2809077 | 8.423052E-05 | 1.953024 | 3:53:44PM | 62530 | 125
SKT | IN | 0.8135675 | 0.01303895 | 1.879702 | 3:53:44PM | 62530 | 109
IN   |8|LH1|0.661592831456175|0.132440108955091|1.05216812374161|3:53:44PM|62530|125
IN   |10|RH1|0.691502382161652|0.180859354965918|1.2303153193036|3:53:44PM|62530|125
IN   |7|RH2|0.669532587256454|0.244665392089501|1.74378060112384|3:53:44PM|62530|109
SKT | IN | 0.2713388 | 0.02356453 | 1.944466 | 3:53:44PM | 62576 | 125
SKT | IN | 0.8132472 | 0.01883492 | 1.882416 | 3:53:44PM | 62576 | 109
IN   |8|LH1|0.660335888725565|0.131531313088545|1.05404495478357|3:53:44PM|62576|125
IN   |10|RH1|0.691757788060773|0.181232531581743|1.23065196633501|3:53:44PM|62576|125
IN   |7|RH2|0.674780299314891|0.244077468361499|1.74536632308269|3:53:44PM|62576|109
SKT | IN | 0.2734844 | 0.01906344 | 1.942537 | 3:53:44PM | 62594 | 125
SKT | IN | 0.8146005 | 0.008637702 | 1.885883 | 3:53:44PM | 62594 | 109
IN   |8|LH1|0.671747078591352|0.146527329261776|1.04787241702177|3:53:44PM|62594|125
IN   |10|RH1|0.665633787894168|0.150749529785569|1.22176896697506|3:53:44PM|62594|125
IN   |7|RH2|0.706907858029257|0.261050025992187|1.75060878997373|3:53:44PM|62594|109
SKT | IN | 0.2849838 | 0.0006125434 | 1.948792 | 3:53:44PM | 62630 | 125
SKT | IN | 0.8169761 | 0.007472241 | 1.892551 | 3:53:44PM | 62630 | 109
IN   |8|LH1|0.659459581250915|0.132388413879223|1.05710469959773|3:53:44PM|62630|125
IN   |10|RH1|0.665056278499399|0.151252226496599|1.22257899409207|3:53:44PM|62630|125
IN   |7|RH2|0.711399663993726|0.26018764867709|1.75253521207981|3:53:44PM|62630|109
SKT | IN | 0.2878016 | 0.000924757 | 1.948085 | 3:53:44PM | 62661 | 125
SKT | IN | 0.8205675 | 0.008684075 | 1.903849 | 3:53:44PM | 62661 | 109
IN   |8|LH1|0.670526673507455|0.147345666177276|1.05091857197701|3:53:44PM|62661|125
IN   |10|RH1|0.664656450548103|0.151376782199813|1.22306632166445|3:53:44PM|62661|125
IN   |7|RH2|0.722389329817837|0.257980426490051|1.75574504138849|3:53:44PM|62661|109
SKT | IN | 0.2884385 | 0.00139807 | 1.948648 | 3:53:44PM | 62694 | 125
SKT | IN | 0.8224471 | 0.008440728 | 1.90825 | 3:53:44PM | 62694 | 109
IN   |8|LH1|0.670098414141018|0.148941733065415|1.05239295246017|3:53:44PM|62694|125
IN   |10|RH1|0.689493944080724|0.181766723941354|1.23315226195709|3:53:44PM|62694|125
IN   |7|RH2|0.735742140958739|0.256591615535758|1.75978039502172|3:53:44PM|62694|109
SKT | IN | 0.290311 | 0.001637967 | 1.95041 | 3:53:44PM | 62729 | 125
SKT | IN | 0.8253917 | 0.002690783 | 1.919945 | 3:53:44PM | 62729 | 109
IN   |8|LH1|0.672392716094101|0.152644084457951|1.051683180355|3:53:44PM|62729|125
IN   |10|RH1|0.663667907528986|0.150674469367761|1.2237678683287|3:53:44PM|62729|125
IN   |7|RH2|0.747965622911625|0.253397430603509|1.76304243799887|3:53:44PM|62729|109
SKT | IN | 0.291714 | 0.003707613 | 1.951512 | 3:53:44PM | 62773 | 125
SKT | IN | 0.8277447 | 0.007964127 | 1.924244 | 3:53:44PM | 62773 | 109
IN   |8|LH1|0.673159827861122|0.153371367884443|1.05233644725731|3:53:44PM|62773|125
IN   |10|RH1|0.664196064278603|0.151328580034476|1.22406100396971|3:53:44PM|62773|125
IN   |7|RH2|0.763222265983406|0.249807075299723|1.76541565651916|3:53:44PM|62773|109
SKT | IN | 0.2921621 | 0.0005704938 | 1.953241 | 3:53:44PM | 62794 | 125
SKT | IN | 0.8294443 | 0.004737012 | 1.931822 | 3:53:44PM | 62794 | 109
IN   |8|LH1|0.661124100536528|0.138557488416127|1.06178902859887|3:53:44PM|62794|125
IN   |10|RH1|0.664580395022484|0.151544352724639|1.22412597303208|3:53:44PM|62794|125
IN   |7|RH2|0.779502618814208|0.246594207011992|1.76719628566511|3:53:44PM|62794|109
SKT | IN | 0.2840181 | 0.0223239 | 1.952056 | 3:53:44PM | 62826 | 125
SKT | IN | 0.8316177 | 0.006518605 | 1.941685 | 3:53:44PM | 62826 | 109
IN   |8|LH1|0.694298137983884|0.173381405103824|1.04496776349226|3:53:44PM|62826|125
IN   |10|RH1|0.694810559107511|0.178986307704342|1.23306476233916|3:53:44PM|62826|125
IN   |7|RH2|0.798325050102794|0.24210415227249|1.76853452914053|3:53:44PM|62826|109
SKT | IN | 0.2835636 | 0.01802703 | 1.955193 | 3:53:44PM | 62858 | 125
SKT | IN | 0.8323178 | -0.003854073 | 1.950989 | 3:53:44PM | 62858 | 109
IN   |8|LH1|0.691463162305964|0.166355378410733|1.04851221327445|3:53:44PM|62858|125
IN   |10|RH1|0.668972422813061|0.145412600308352|1.22338031893099|3:53:44PM|62859|125
IN   |7|RH2|0.818492519785677|0.237289851391506|1.76943897001422|3:53:44PM|62859|109
SKT | IN | 0.2878773 | 0.02331367 | 1.961521 | 3:53:44PM | 62896 | 125
SKT | IN | 0.8349428 | -0.0004598742 | 1.957122 | 3:53:44PM | 62896 | 109
IN   |8|LH1|0.71179365068992|0.179259810030697|1.03793358099143|3:53:44PM|62896|125
IN   |10|RH1|0.67417906727185|0.143215336632191|1.22353362207632|3:53:44PM|62896|125
IN   |7|RH2|0.830969679103012|0.22416417733212|1.76953529111953|3:53:44PM|62896|109
SKT | IN | 0.2903417 | 0.01926519 | 1.965649 | 3:53:44PM | 62926 | 125
SKT | IN | 0.8361687 | -0.001455332 | 1.97187 | 3:53:44PM | 62926 | 109
IN   |8|LH1|0.685788084950749|0.137660761670227|1.06449305289542|3:53:44PM|62926|125
IN   |10|RH1|0.680045594743279|0.142454015907327|1.22238456374213|3:53:44PM|62926|125
IN   |7|RH2|0.848313974827467|0.213618426445228|1.76827262633316|3:53:44PM|62926|109
SKT | IN | 0.293342 | 0.01399197 | 1.976403 | 3:53:44PM | 62957 | 125
SKT | IN | 0.8366197 | -0.001700697 | 1.980261 | 3:53:44PM | 62957 | 109
IN   |8|LH1|0.694503774005347|0.131436484283472|1.06365060085187|3:53:44PM|62957|125
IN   |10|RH1|0.691878606673963|0.137921823289709|1.22158311969391|3:53:44PM|62957|125
IN   |7|RH2|0.873140381896322|0.198101045068934|1.76604043240146|3:53:44PM|62957|109
SKT | IN | 0.3034002 | -0.0008911549 | 1.99141 | 3:53:45PM | 62993 | 125
SKT | IN | 0.838461 | -0.006428796 | 1.994058 | 3:53:45PM | 62993 | 109
IN   |8|LH1|0.715905477049513|0.123285725535732|1.06162261243178|3:53:45PM|62993|125
IN   |10|RH1|0.715454627523037|0.138698631728505|1.22391842966038|3:53:45PM|62993|125
IN   |7|RH2|0.895262526271333|0.192618245702534|1.76350675817852|3:53:45PM|62993|109
SKT | IN | 0.3084224 | -0.00142874 | 2.003113 | 3:53:45PM | 63024 | 125
SKT | IN | 0.8409865 | -0.004904114 | 2.002369 | 3:53:45PM | 63024 | 109
IN   |8|LH1|0.771880198138064|0.157807914207288|1.02406965991995|3:53:45PM|63025|125
IN   |10|RH1|0.734198082658452|0.141222237292468|1.2258465206965|3:53:45PM|63025|125
IN   |7|RH2|0.935071275840731|0.181726191315737|1.76140509841799|3:53:45PM|63025|109
SKT | IN | 0.3108425 | 0.0004646015 | 2.016462 | 3:53:45PM | 63058 | 125
SKT | IN | 0.8418028 | -0.002442616 | 2.012039 | 3:53:45PM | 63058 | 109
IN   |8|LH1|0.784689891763728|0.1527064960806|1.01941417956668|3:53:45PM|63058|125
IN   |10|RH1|0.753626037524441|0.138145429017533|1.22565256718372|3:53:45PM|63058|125
IN   |7|RH2|0.969799623587125|0.173701534069915|1.75942169427189|3:53:45PM|63058|109
SKT | IN | 0.3138791 | -0.0006432812 | 2.029092 | 3:53:45PM | 63094 | 125
SKT | IN | 0.8423451 | -0.004497259 | 2.02441 | 3:53:45PM | 63094 | 109
IN   |8|LH1|0.81078176502727|0.141721337048822|1.00734531196509|3:53:45PM|63094|125
IN   |10|RH1|0.780905592922378|0.136344305986011|1.22685479286069|3:53:45PM|63094|125
EXIT |7|RH2|1.00576494650842|0.155455832845604|1.75289248231817|3:53:45PM|63094|109
SKT | IN | 0.31244 | 0.007437317 | 2.044436 | 3:53:45PM | 63125 | 125
SKT | OUT | 0.843215 | -0.01107831 | 2.036353 | 3:53:45PM | 63125 | 109
IN   |8|LH1|0.835914301547206|0.133944721041096|0.994589083604611|3:53:45PM|63125|125
IN   |10|RH1|0.793769049936842|0.133411346171185|1.22680043342502|3:53:45PM|63125|125
SKT | IN | 0.3172246 | 0.006060719 | 2.06467 | 3:53:45PM | 63161 | 125
SKT | OUT | 0.8430296 | -0.008507429 | 2.04837 | 3:53:45PM | 63161 | 109
IN   |8|LH1|0.869607078210443|0.124193793093274|0.977528446246211|3:53:45PM|63161|125
IN   |10|RH1|0.825934576809374|0.113110304914167|1.22815763117735|3:53:45PM|63161|125
SKT | IN | 0.3203602 | 0.006496226 | 2.086466 | 3:53:45PM | 63193 | 125
SKT | OUT | 0.8444703 | -0.00839105 | 2.059705 | 3:53:45PM | 63193 | 109
IN   |8|LH1|0.869436549324239|0.10291500442947|0.999490373511264|3:53:45PM|63193|125
IN   |10|RH1|0.839313912016811|0.110279063113057|1.23034130692854|3:53:45PM|63193|125
SKT | IN | 0.3238456 | 0.003584982 | 2.106768 | 3:53:45PM | 63225 | 125
SKT | OUT | 0.8421108 | -0.01067535 | 2.073328 | 3:53:45PM | 63225 | 109
IN   |8|LH1|0.932150231057016|0.106337521666347|0.934844189505096|3:53:45PM|63225|125
IN   |10|RH1|0.873172866427248|0.107638549090427|1.22955536008786|3:53:45PM|63225|125
SKT | IN | 0.3282088 | -0.005814209 | 2.127385 | 3:53:45PM | 63261 | 125
SKT | OUT | 0.8408285 | -0.01295747 | 2.084192 | 3:53:45PM | 63261 | 109
IN   |8|LH1|0.961498067598359|0.0923846446440899|0.913027339944443|3:53:45PM|63261|125
IN   |10|RH1|0.89010499603912|0.0994297411423394|1.2296714699351|3:53:45PM|63261|125
SKT | IN | 0.3332604 | -0.01188734 | 2.145477 | 3:53:45PM | 63293 | 125
SKT | OUT | 0.8424671 | -0.01346576 | 2.093911 | 3:53:45PM | 63293 | 109
IN   |8|LH1|0.996090457152012|0.0869476915863492|0.894746059073964|3:53:45PM|63293|125
IN   |10|RH1|0.939431236332889|0.0859193787258234|1.23627566453144|3:53:45PM|63293|125
SKT | IN | 0.3351659 | -0.01927132 | 2.171993 | 3:53:45PM | 63324 | 125
SKT | OUT | 0.8406633 | -0.01464113 | 2.1039 | 3:53:45PM | 63324 | 109
EXIT |8|LH1|1.04026435281759|0.0650913167233719|0.858095342063979|3:53:45PM|63324|125
IN   |10|RH1|0.956352637108858|0.0822211519404044|1.23478006479487|3:53:45PM|63324|125
SKT | IN | 0.3381986 | -0.02282873 | 2.19561 | 3:53:45PM | 63360 | 125
SKT | OUT | 0.8380432 | -0.009521983 | 2.113946 | 3:53:45PM | 63360 | 109
IN   |10|RH1|0.985653147562943|0.0731228780412878|1.23022078633762|3:53:45PM|63360|125
SKT | IN | 0.3413357 | -0.03195764 | 2.218858 | 3:53:45PM | 63393 | 125
SKT | OUT | 0.8371336 | -0.01089387 | 2.121689 | 3:53:45PM | 63393 | 109
EXIT |10|RH1|1.00626908258655|0.0637703499823633|1.22299718027698|3:53:45PM|63393|125
SKT | OUT | 0.3467689 | -0.03492669 | 2.238367 | 3:53:45PM | 63424 | 125
SKT | OUT | 0.8364204 | -0.004429816 | 2.127361 | 3:53:45PM | 63424 | 109
SKT | OUT | 0.3479562 | -0.03954261 | 2.263301 | 3:53:45PM | 63460 | 125
SKT | OUT | 0.8368574 | -0.009085276 | 2.13 | 3:53:45PM | 63460 | 109
SKT | OUT | 0.3510715 | -0.04550652 | 2.284472 | 3:53:45PM | 63492 | 125
SKT | OUT | 0.8354682 | -0.009920824 | 2.133864 | 3:53:45PM | 63492 | 109
SKT | OUT | 0.3521473 | -0.04573833 | 2.303778 | 3:53:45PM | 63525 | 125
SKT | OUT | 0.8347523 | -0.008818847 | 2.1367 | 3:53:45PM | 63525 | 109
SKT | OUT | 0.3531237 | -0.04330221 | 2.323446 | 3:53:45PM | 63560 | 125
SKT | OUT | 0.8353907 | -0.009130512 | 2.137169 | 3:53:45PM | 63560 | 109
SKT | OUT | 0.3568017 | -0.0459931 | 2.337152 | 3:53:45PM | 63593 | 125
SKT | OUT | 0.8328967 | -0.009141325 | 2.140964 | 3:53:45PM | 63593 | 109
SKT | OUT | 0.3580261 | -0.04320815 | 2.349798 | 3:53:45PM | 63625 | 125
SKT | OUT | 0.8313944 | -0.01791161 | 2.143261 | 3:53:45PM | 63625 | 109
SKT | OUT | 0.3575214 | -0.04556111 | 2.361477 | 3:53:45PM | 63661 | 125
SKT | OUT | 0.8315495 | -0.008320509 | 2.142285 | 3:53:45PM | 63661 | 109
SKT | OUT | 0.3612674 | -0.0440213 | 2.367066 | 3:53:45PM | 63694 | 125
SKT | OUT | 0.8310566 | -0.007215406 | 2.143251 | 3:53:45PM | 63694 | 109
SKT | OUT | 0.3610269 | -0.04086485 | 2.372963 | 3:53:45PM | 63724 | 125
SKT | OUT | 0.8300618 | -0.006288106 | 2.141619 | 3:53:45PM | 63724 | 109
SKT | OUT | 0.3619321 | -0.04508895 | 2.377383 | 3:53:45PM | 63761 | 125
SKT | OUT | 0.8303692 | -0.005635439 | 2.14096 | 3:53:45PM | 63761 | 109
SKT | OUT | 0.3632412 | -0.0446143 | 2.378788 | 3:53:45PM | 63795 | 125
SKT | OUT | 0.8307515 | -0.006522103 | 2.137214 | 3:53:45PM | 63795 | 109
SKT | OUT | 0.362694 | -0.04363792 | 2.380895 | 3:53:45PM | 63840 | 125
SKT | OUT | 0.8327747 | -0.008596003 | 2.134694 | 3:53:45PM | 63840 | 109
SKT | OUT | 0.3628833 | -0.04065021 | 2.382666 | 3:53:45PM | 63873 | 125
SKT | OUT | 0.8321482 | -0.008151378 | 2.131294 | 3:53:45PM | 63873 | 109
SKT | OUT | 0.3596426 | -0.03624492 | 2.380966 | 3:53:45PM | 63931 | 125
SKT | OUT | 0.8332469 | -0.006506996 | 2.127813 | 3:53:45PM | 63931 | 109
SKT | OUT | 0.3539231 | -0.04089072 | 2.382451 | 3:53:45PM | 63938 | 125
SKT | OUT | 0.8343186 | -0.01368739 | 2.123576 | 3:53:45PM | 63938 | 109
SKT | OUT | 0.3522972 | -0.04304083 | 2.378748 | 3:53:45PM | 63969 | 125
SKT | OUT | 0.8342458 | -0.004772906 | 2.120181 | 3:53:45PM | 63969 | 109
SKT | OUT | 0.3516131 | -0.03906539 | 2.378234 | 3:53:46PM | 64006 | 125
SKT | OUT | 0.8348527 | -0.003869022 | 2.11169 | 3:53:46PM | 64006 | 109
SKT | OUT | 0.3459709 | -0.04238698 | 2.381905 | 3:53:46PM | 64029 | 125
SKT | OUT | 0.8384148 | -0.01145851 | 2.104901 | 3:53:46PM | 64029 | 109
SKT | OUT | 0.340977 | -0.04738312 | 2.382473 | 3:53:46PM | 64061 | 125
SKT | OUT | 0.8376178 | 0.001503452 | 2.099474 | 3:53:46PM | 64061 | 109
SKT | OUT | 0.3339138 | -0.04987438 | 2.386424 | 3:53:46PM | 64091 | 125
SKT | OUT | 0.8407338 | -0.01037146 | 2.091851 | 3:53:46PM | 64091 | 109
SKT | OUT | 0.3264522 | -0.04763172 | 2.387826 | 3:53:46PM | 64128 | 125
SKT | OUT | 0.8426575 | -0.008605327 | 2.084503 | 3:53:46PM | 64128 | 109
SKT | OUT | 0.3182959 | -0.04514093 | 2.388029 | 3:53:46PM | 64160 | 125
SKT | OUT | 0.8465537 | -0.01251121 | 2.074416 | 3:53:46PM | 64160 | 109
SKT | OUT | 0.312263 | -0.04302592 | 2.389173 | 3:53:46PM | 64194 | 125
SKT | OUT | 0.8486918 | -0.008380453 | 2.067441 | 3:53:46PM | 64194 | 109
SKT | OUT | 0.2982876 | -0.04437216 | 2.387448 | 3:53:46PM | 64253 | 125
SKT | OUT | 0.8509418 | -0.01361825 | 2.058768 | 3:53:46PM | 64253 | 109
SKT | OUT | 0.2902166 | -0.03460222 | 2.388513 | 3:53:46PM | 64273 | 125
SKT | OUT | 0.8530964 | -0.0105992 | 2.05317 | 3:53:46PM | 64273 | 109
SKT | OUT | 0.277015 | -0.03361991 | 2.388348 | 3:53:46PM | 64295 | 125
SKT | OUT | 0.8533211 | -0.00811216 | 2.047601 | 3:53:46PM | 64295 | 109
SKT | OUT | 0.2593138 | -0.04370686 | 2.38723 | 3:53:46PM | 64330 | 125
SKT | OUT | 0.8554286 | -0.00622777 | 2.041558 | 3:53:46PM | 64330 | 109
ENTER|11|LH1|0.967013523717205|0.089300642459804|0.484206583793576|3:53:46PM|64330|125
SKT | IN | 0.249538 | -0.03259864 | 2.387532 | 3:53:46PM | 64362 | 125
SKT | OUT | 0.8553941 | -0.005075619 | 2.03676 | 3:53:46PM | 64362 | 109
IN   |11|LH1|0.951914117696038|0.0973322483680672|0.47987413081048|3:53:46PM|64362|125
SKT | IN | 0.2298789 | -0.03438808 | 2.38677 | 3:53:46PM | 64395 | 125
SKT | OUT | 0.856643 | -0.007417677 | 2.031833 | 3:53:46PM | 64395 | 109
IN   |11|LH1|0.961051807629463|0.139337655994413|0.474760469555933|3:53:46PM|64395|125
SKT | IN | 0.21626 | -0.03742489 | 2.386418 | 3:53:46PM | 64441 | 125
SKT | OUT | 0.8599389 | -0.007060666 | 2.02635 | 3:53:46PM | 64441 | 109
IN   |11|LH1|0.922652886702284|0.152169033762194|0.464677628704793|3:53:46PM|64441|125
SKT | IN | 0.2023745 | -0.034476 | 2.386803 | 3:53:46PM | 64462 | 125
SKT | OUT | 0.8608434 | -0.008888044 | 2.022351 | 3:53:46PM | 64462 | 109
IN   |11|LH1|0.821433889752963|0.113315093515467|0.450002965260577|3:53:46PM|64462|125
SKT | IN | 0.1875231 | -0.036625 | 2.387751 | 3:53:46PM | 64514 | 125
SKT | OUT | 0.861124 | -0.01170985 | 2.019555 | 3:53:46PM | 64514 | 109
IN   |11|LH1|0.791840601288031|0.11559030855028|0.435899850751237|3:53:46PM|64514|125
SKT | IN | 0.170753 | -0.03185792 | 2.386336 | 3:53:46PM | 64531 | 125
SKT | OUT | 0.8622162 | -0.01321627 | 2.016641 | 3:53:46PM | 64531 | 109
IN   |11|LH1|0.777080524504598|0.119180359153361|0.429204610060619|3:53:46PM|64531|125
SKT | IN | 0.1574632 | -0.03289768 | 2.385704 | 3:53:46PM | 64564 | 125
SKT | OUT | 0.8625213 | -0.01022753 | 2.014605 | 3:53:46PM | 64564 | 109
IN   |11|LH1|0.760668564620061|0.126724310161055|0.424621996385097|3:53:46PM|64564|125
SKT | IN | 0.1536251 | -0.03448426 | 2.385086 | 3:53:46PM | 64600 | 125
SKT | OUT | 0.8641568 | -0.01164466 | 2.013536 | 3:53:46PM | 64600 | 109
IN   |11|LH1|0.740433562875637|0.134452025421337|0.420241293442384|3:53:46PM|64601|125
SKT | IN | 0.1357572 | -0.03126675 | 2.382373 | 3:53:46PM | 64644 | 125
SKT | OUT | 0.8651963 | -0.01641248 | 2.011395 | 3:53:46PM | 64644 | 109
IN   |11|LH1|0.729591537754471|0.138709244231142|0.417087283883154|3:53:46PM|64644|125
SKT | IN | 0.1271905 | -0.03211814 | 2.38087 | 3:53:46PM | 64663 | 125
SKT | OUT | 0.8661994 | -0.01526363 | 2.010694 | 3:53:46PM | 64664 | 109
IN   |11|LH1|0.767046797959391|0.170592620744986|0.420524951944947|3:53:46PM|64664|125
