============================================================================================
Box Size: 2.25 X 1 X 0.8 M
Kinect Position: 0.6, 0.35, 0.35
Experiment Time: 10/14/2013 3:27:24 PM and Ticks:635173612443672432
============================================================================================
EVENTTYPE | EVENT# | HANDTYPE | X | Y | Z | TIME | STOPWATCH(ms) | SKELETON ID
SKT | OUT | -1.418122 | -1.043086 | 3.032123 | 3:27:45PM | 20672 | 2
SKT | OUT | -1.406702 | -1.044053 | 3.024767 | 3:27:45PM | 20705 | 2
SKT | OUT | -1.348608 | -1.04786 | 2.958345 | 3:27:45PM | 20736 | 2
SKT | OUT | -1.068844 | 0.2128743 | 3.028795 | 3:28:18PM | 54323 | 194
SKT | OUT | -1.06862 | 0.2106808 | 3.034785 | 3:28:18PM | 54353 | 194
SKT | OUT | -1.065832 | 0.2153678 | 3.039171 | 3:28:18PM | 54441 | 194
SKT | OUT | -1.057768 | 0.2345969 | 3.041881 | 3:28:18PM | 54446 | 194
SKT | OUT | -1.060118 | 0.2319922 | 3.04625 | 3:28:18PM | 54456 | 194
SKT | OUT | -1.060489 | 0.2328368 | 3.045727 | 3:28:18PM | 54491 | 194
SKT | OUT | -1.054097 | 0.2430653 | 3.052019 | 3:28:18PM | 54523 | 194
SKT | OUT | -1.06435 | 0.232603 | 3.052278 | 3:28:18PM | 54555 | 194
SKT | OUT | -1.06088 | 0.2468108 | 3.054865 | 3:28:18PM | 54591 | 194
SKT | OUT | -1.059853 | 0.252837 | 3.055354 | 3:28:18PM | 54623 | 194
SKT | OUT | -1.051078 | 0.3388047 | 3.075936 | 3:28:19PM | 54655 | 194
SKT | OUT | -1.052447 | 0.3472272 | 3.077043 | 3:28:19PM | 54691 | 194
SKT | OUT | -1.056918 | 0.3512739 | 3.072013 | 3:28:19PM | 54723 | 194
SKT | OUT | -1.058297 | 0.3487022 | 3.070673 | 3:28:19PM | 54755 | 194
SKT | OUT | -1.062854 | 0.345993 | 3.067522 | 3:28:19PM | 54792 | 194
SKT | OUT | -1.071275 | 0.3464842 | 3.062087 | 3:28:19PM | 54823 | 194
SKT | OUT | -1.071628 | 0.3481833 | 3.058481 | 3:28:19PM | 54855 | 194
SKT | OUT | -1.072016 | 0.3573666 | 3.056819 | 3:28:19PM | 54891 | 194
SKT | OUT | -1.080796 | 0.341655 | 3.050388 | 3:28:19PM | 54923 | 194
SKT | OUT | -1.085364 | 0.3483443 | 3.045804 | 3:28:19PM | 54955 | 194
SKT | OUT | -1.084834 | 0.3559751 | 3.046786 | 3:28:19PM | 54991 | 194
SKT | OUT | -1.091081 | 0.3491499 | 3.034366 | 3:28:19PM | 55023 | 194
SKT | OUT | -1.091833 | 0.3516259 | 3.034655 | 3:28:19PM | 55060 | 194
SKT | OUT | -1.093516 | 0.3454794 | 3.029628 | 3:28:19PM | 55091 | 194
SKT | OUT | -1.096558 | 0.3425942 | 3.026794 | 3:28:19PM | 55123 | 194
SKT | OUT | -1.094953 | 0.3406349 | 3.028012 | 3:28:19PM | 55160 | 194
SKT | OUT | -1.0927 | 0.350445 | 3.025611 | 3:28:19PM | 55191 | 194
SKT | OUT | -1.091922 | 0.3481492 | 3.024415 | 3:28:19PM | 55223 | 194
SKT | OUT | -1.093898 | 0.3488677 | 3.022984 | 3:28:19PM | 55259 | 194
SKT | OUT | -1.086932 | 0.3486743 | 3.029158 | 3:28:19PM | 55291 | 194
SKT | OUT | -1.084307 | 0.3476514 | 3.032571 | 3:28:19PM | 55323 | 194
SKT | OUT | -1.07973 | 0.3490038 | 3.036167 | 3:28:19PM | 55359 | 194
SKT | OUT | -1.072736 | 0.3482076 | 3.041136 | 3:28:19PM | 55391 | 194
SKT | OUT | -1.064535 | 0.3423107 | 3.049176 | 3:28:19PM | 55423 | 194
SKT | OUT | -1.05905 | 0.3387886 | 3.04982 | 3:28:19PM | 55459 | 194
SKT | OUT | -1.050866 | 0.3487915 | 3.056988 | 3:28:19PM | 55491 | 194
SKT | OUT | -1.040659 | 0.3425309 | 3.062297 | 3:28:19PM | 55523 | 194
SKT | OUT | -1.026092 | 0.3510015 | 3.071625 | 3:28:19PM | 55559 | 194
SKT | OUT | -1.023647 | 0.3512349 | 3.072921 | 3:28:19PM | 55591 | 194
SKT | OUT | -1.013328 | 0.3554293 | 3.079366 | 3:28:19PM | 55623 | 194
SKT | OUT | -1.006121 | 0.354715 | 3.087417 | 3:28:20PM | 55655 | 194
SKT | OUT | -0.996542 | 0.3560997 | 3.091782 | 3:28:20PM | 55687 | 194
SKT | OUT | -0.9880729 | 0.3495965 | 3.096385 | 3:28:20PM | 55723 | 194
SKT | OUT | -0.9881664 | 0.3517891 | 3.100385 | 3:28:20PM | 55755 | 194
SKT | OUT | -0.9749441 | 0.3551476 | 3.109513 | 3:28:20PM | 55789 | 194
SKT | OUT | -0.9695407 | 0.3384815 | 3.113466 | 3:28:20PM | 55825 | 194
SKT | OUT | -0.9699678 | 0.3500001 | 3.116944 | 3:28:20PM | 55861 | 194
SKT | OUT | -0.963177 | 0.3557122 | 3.118976 | 3:28:20PM | 55891 | 194
SKT | OUT | -0.9469721 | 0.329162 | 3.127646 | 3:28:20PM | 55923 | 194
SKT | OUT | -0.9441977 | 0.3290029 | 3.13018 | 3:28:20PM | 55959 | 194
SKT | OUT | -0.9413717 | 0.3266571 | 3.131349 | 3:28:20PM | 55991 | 194
SKT | OUT | -0.9419262 | 0.3248439 | 3.131884 | 3:28:20PM | 56027 | 194
SKT | OUT | -0.9374499 | 0.3269056 | 3.13662 | 3:28:20PM | 56059 | 194
SKT | OUT | -0.9412346 | 0.315347 | 3.139179 | 3:28:20PM | 56091 | 194
SKT | OUT | -0.9372396 | 0.3218316 | 3.136572 | 3:28:20PM | 56129 | 194
SKT | OUT | -0.9385197 | 0.3171342 | 3.140613 | 3:28:20PM | 56160 | 194
SKT | OUT | -0.9423274 | 0.328422 | 3.140289 | 3:28:20PM | 56191 | 194
SKT | OUT | -0.9425547 | 0.333241 | 3.140177 | 3:28:20PM | 56227 | 194
SKT | OUT | -0.9506221 | 0.3349974 | 3.137581 | 3:28:20PM | 56259 | 194
SKT | OUT | -0.959428 | 0.3273203 | 3.134458 | 3:28:20PM | 56295 | 194
SKT | OUT | -0.9631025 | 0.3232239 | 3.134939 | 3:28:20PM | 56327 | 194
SKT | OUT | -0.9632868 | 0.3415045 | 3.128206 | 3:28:20PM | 56363 | 194
SKT | OUT | -0.9672522 | 0.3370648 | 3.124137 | 3:28:20PM | 56395 | 194
SKT | OUT | -0.9689216 | 0.3377994 | 3.115667 | 3:28:20PM | 56427 | 194
SKT | OUT | -0.9720942 | 0.3451431 | 3.112637 | 3:28:20PM | 56463 | 194
SKT | OUT | -0.9712235 | 0.3409883 | 3.109643 | 3:28:20PM | 56496 | 194
SKT | OUT | -0.9731557 | 0.343322 | 3.107365 | 3:28:20PM | 56528 | 194
SKT | OUT | -0.9763646 | 0.3476597 | 3.103359 | 3:28:20PM | 56564 | 194
SKT | OUT | -0.9758214 | 0.3457125 | 3.102635 | 3:28:20PM | 56596 | 194
SKT | OUT | -0.9768643 | 0.3433096 | 3.098836 | 3:28:20PM | 56627 | 194
SKT | OUT | -0.977074 | 0.347827 | 3.098756 | 3:28:21PM | 56659 | 194
SKT | OUT | -0.9823282 | 0.3434424 | 3.096378 | 3:28:21PM | 56691 | 194
SKT | OUT | -0.9816785 | 0.3493474 | 3.095387 | 3:28:21PM | 56728 | 194
SKT | OUT | -0.984533 | 0.3488552 | 3.094549 | 3:28:21PM | 56759 | 194
SKT | OUT | -0.9881328 | 0.3542784 | 3.096057 | 3:28:21PM | 56792 | 194
SKT | OUT | -0.9887614 | 0.3505307 | 3.096123 | 3:28:21PM | 56827 | 194
SKT | OUT | -0.9856051 | 0.3479513 | 3.094478 | 3:28:21PM | 56860 | 194
SKT | OUT | -0.9898363 | 0.3412365 | 3.092881 | 3:28:21PM | 56891 | 194
SKT | OUT | -0.9862286 | 0.3494916 | 3.094885 | 3:28:21PM | 56927 | 194
SKT | OUT | -0.9842494 | 0.3439991 | 3.094635 | 3:28:21PM | 56959 | 194
SKT | OUT | -0.9795809 | 0.3440795 | 3.095613 | 3:28:21PM | 56992 | 194
SKT | OUT | -0.9761102 | 0.3510145 | 3.093684 | 3:28:21PM | 57028 | 194
SKT | OUT | -0.9765113 | 0.352421 | 3.095197 | 3:28:21PM | 57060 | 194
SKT | OUT | -0.9768107 | 0.3554305 | 3.091748 | 3:28:21PM | 57091 | 194
SKT | OUT | -0.9785207 | 0.3575024 | 3.09765 | 3:28:21PM | 57123 | 194
SKT | OUT | -0.9737036 | 0.3463673 | 3.094233 | 3:28:21PM | 57155 | 194
SKT | OUT | -0.9789025 | 0.3544717 | 3.08599 | 3:28:21PM | 57192 | 194
SKT | OUT | -0.9800556 | 0.3550076 | 3.086102 | 3:28:21PM | 57223 | 194
SKT | OUT | -0.9770678 | 0.352062 | 3.089539 | 3:28:21PM | 57258 | 194
SKT | OUT | -0.9789317 | 0.3540075 | 3.085585 | 3:28:21PM | 57292 | 194
SKT | OUT | -0.9799607 | 0.3558901 | 3.086955 | 3:28:21PM | 57323 | 194
SKT | OUT | -0.9743886 | 0.3641142 | 3.087693 | 3:28:21PM | 57360 | 194
SKT | OUT | -0.9774662 | 0.3713045 | 3.085532 | 3:28:21PM | 57391 | 194
SKT | OUT | -0.9769009 | 0.3701779 | 3.085182 | 3:28:21PM | 57423 | 194
SKT | OUT | -0.9781605 | 0.3745643 | 3.087246 | 3:28:21PM | 57459 | 194
SKT | OUT | -0.975961 | 0.3703091 | 3.087684 | 3:28:21PM | 57491 | 194
SKT | OUT | -0.9777771 | 0.367978 | 3.085361 | 3:28:21PM | 57524 | 194
SKT | OUT | -0.9743786 | 0.3712321 | 3.08901 | 3:28:21PM | 57560 | 194
SKT | OUT | -0.9853011 | 0.3693723 | 3.084608 | 3:28:21PM | 57591 | 194
SKT | OUT | -0.9829404 | 0.3634616 | 3.084232 | 3:28:21PM | 57623 | 194
SKT | OUT | -0.984424 | 0.3701268 | 3.085681 | 3:28:22PM | 57660 | 194
SKT | OUT | -0.9841415 | 0.3652085 | 3.084133 | 3:28:22PM | 57691 | 194
SKT | OUT | -0.9817024 | 0.3632239 | 3.085299 | 3:28:22PM | 57723 | 194
SKT | OUT | -0.9864178 | 0.3691083 | 3.085476 | 3:28:22PM | 57760 | 194
SKT | OUT | -0.9842383 | 0.3566674 | 3.082897 | 3:28:22PM | 57791 | 194
SKT | OUT | -0.9842436 | 0.364096 | 3.086488 | 3:28:22PM | 57823 | 194
SKT | OUT | -0.9814537 | 0.3671452 | 3.086192 | 3:28:22PM | 57859 | 194
SKT | OUT | -0.9790921 | 0.3572249 | 3.085846 | 3:28:22PM | 57891 | 194
SKT | OUT | -0.9778359 | 0.3551977 | 3.087342 | 3:28:22PM | 57923 | 194
SKT | OUT | -0.9751171 | 0.3547317 | 3.088874 | 3:28:22PM | 57959 | 194
SKT | OUT | -0.9829981 | 0.3521127 | 3.086801 | 3:28:22PM | 57991 | 194
SKT | OUT | -0.974791 | 0.3448137 | 3.092 | 3:28:22PM | 58023 | 194
SKT | OUT | -0.9795445 | 0.332306 | 3.08892 | 3:28:22PM | 58059 | 194
SKT | OUT | -0.9727534 | 0.335489 | 3.09453 | 3:28:22PM | 58091 | 194
SKT | OUT | -0.9759203 | 0.3354328 | 3.097 | 3:28:22PM | 58128 | 194
SKT | OUT | -0.9799575 | 0.3470159 | 3.098913 | 3:28:22PM | 58159 | 194
SKT | OUT | -0.9805909 | 0.3352984 | 3.099528 | 3:28:22PM | 58191 | 194
SKT | OUT | -0.985164 | 0.3368957 | 3.100746 | 3:28:22PM | 58227 | 194
SKT | OUT | -0.9876786 | 0.338969 | 3.098705 | 3:28:22PM | 58260 | 194
SKT | OUT | -0.9872478 | 0.3445207 | 3.102034 | 3:28:22PM | 58291 | 194
SKT | OUT | -0.9945176 | 0.345358 | 3.101006 | 3:28:22PM | 58328 | 194
SKT | OUT | -0.9959136 | 0.3386081 | 3.095744 | 3:28:22PM | 58360 | 194
SKT | OUT | -1.000427 | 0.3458938 | 3.100185 | 3:28:22PM | 58391 | 194
SKT | OUT | -0.9994072 | 0.3457873 | 3.095012 | 3:28:22PM | 58427 | 194
SKT | OUT | -1.006504 | 0.3354245 | 3.096717 | 3:28:22PM | 58459 | 194
SKT | OUT | -1.006255 | 0.3399296 | 3.102903 | 3:28:22PM | 58495 | 194
SKT | OUT | -1.001485 | 0.3357073 | 3.110631 | 3:28:22PM | 58528 | 194
SKT | OUT | -0.9963252 | 0.3349842 | 3.113268 | 3:28:22PM | 58564 | 194
SKT | OUT | -0.9964579 | 0.3327205 | 3.1149 | 3:28:22PM | 58595 | 194
SKT | OUT | -0.9893132 | 0.3364426 | 3.120647 | 3:28:22PM | 58627 | 194
SKT | OUT | -0.9918847 | 0.3354742 | 3.120885 | 3:28:23PM | 58663 | 194
SKT | OUT | -0.9844251 | 0.3344402 | 3.128058 | 3:28:23PM | 58695 | 194
SKT | OUT | -0.9862587 | 0.3392554 | 3.12906 | 3:28:23PM | 58728 | 194
SKT | OUT | -0.9864873 | 0.351315 | 3.129096 | 3:28:23PM | 58764 | 194
SKT | OUT | -0.9711026 | 0.3548994 | 3.139899 | 3:28:23PM | 58795 | 194
SKT | OUT | -0.9753097 | 0.3552481 | 3.142958 | 3:28:23PM | 58827 | 194
SKT | OUT | -0.971395 | 0.3633267 | 3.146035 | 3:28:23PM | 58859 | 194
SKT | OUT | -0.9719927 | 0.3747934 | 3.147644 | 3:28:23PM | 58891 | 194
SKT | OUT | -0.9651535 | 0.385187 | 3.152947 | 3:28:23PM | 58928 | 194
SKT | OUT | -0.9727536 | 0.3828911 | 3.146065 | 3:28:23PM | 58959 | 194
SKT | OUT | -0.9712209 | 0.392643 | 3.147611 | 3:28:23PM | 58991 | 194
SKT | OUT | -0.9710297 | 0.3993615 | 3.149104 | 3:28:23PM | 59027 | 194
SKT | OUT | -0.9743379 | 0.4003918 | 3.151602 | 3:28:23PM | 59059 | 194
SKT | OUT | -0.9737879 | 0.4108346 | 3.148774 | 3:28:23PM | 59096 | 194
SKT | OUT | -0.9815891 | 0.4110005 | 3.147067 | 3:28:23PM | 59128 | 194
SKT | OUT | -0.9828189 | 0.4127018 | 3.147357 | 3:28:23PM | 59160 | 194
SKT | OUT | -0.9774755 | 0.4167914 | 3.150934 | 3:28:23PM | 59195 | 194
SKT | OUT | -0.9848706 | 0.4198727 | 3.148261 | 3:28:23PM | 59227 | 194
SKT | OUT | -0.9894928 | 0.4176724 | 3.14235 | 3:28:23PM | 59259 | 194
SKT | OUT | -0.9907938 | 0.4296311 | 3.1442 | 3:28:23PM | 59292 | 194
SKT | OUT | -0.9979642 | 0.4153407 | 3.140505 | 3:28:23PM | 59324 | 194
SKT | OUT | -1.005999 | 0.4224718 | 3.136255 | 3:28:23PM | 59359 | 194
SKT | OUT | -1.007245 | 0.4232886 | 3.135751 | 3:28:23PM | 59392 | 194
SKT | OUT | -1.011291 | 0.4196233 | 3.134176 | 3:28:23PM | 59424 | 194
SKT | OUT | -1.014755 | 0.4181983 | 3.131152 | 3:28:23PM | 59462 | 194
SKT | OUT | -1.015109 | 0.4140593 | 3.130933 | 3:28:23PM | 59491 | 194
SKT | OUT | -1.018904 | 0.4182078 | 3.12828 | 3:28:23PM | 59523 | 194
SKT | OUT | -1.020473 | 0.4157466 | 3.129829 | 3:28:23PM | 59559 | 194
SKT | OUT | -1.02251 | 0.4046191 | 3.126393 | 3:28:23PM | 59592 | 194
SKT | OUT | -1.026871 | 0.3983274 | 3.12148 | 3:28:23PM | 59624 | 194
SKT | OUT | -1.026547 | 0.3955524 | 3.120645 | 3:28:24PM | 59659 | 194
SKT | OUT | -1.022317 | 0.3897706 | 3.12503 | 3:28:24PM | 59691 | 194
SKT | OUT | -1.036972 | 0.3827625 | 3.109438 | 3:28:24PM | 59725 | 194
SKT | OUT | -1.039187 | 0.3750429 | 3.108161 | 3:28:24PM | 59759 | 194
SKT | OUT | -1.04264 | 0.3634741 | 3.103426 | 3:28:24PM | 59791 | 194
SKT | OUT | -1.044672 | 0.3641144 | 3.09975 | 3:28:24PM | 59823 | 194
SKT | OUT | -1.057751 | 0.3598354 | 3.087303 | 3:28:24PM | 59860 | 194
SKT | OUT | -1.060645 | 0.3552546 | 3.084915 | 3:28:24PM | 59891 | 194
SKT | OUT | -1.058798 | 0.3524404 | 3.087585 | 3:28:24PM | 59927 | 194
SKT | OUT | -1.060322 | 0.3489428 | 3.087027 | 3:28:24PM | 59959 | 194
SKT | OUT | -1.064955 | 0.3447156 | 3.084551 | 3:28:24PM | 59991 | 194
SKT | OUT | -1.067395 | 0.3490415 | 3.078851 | 3:28:24PM | 60027 | 194
SKT | OUT | -1.06262 | 0.3398415 | 3.07762 | 3:28:24PM | 60060 | 194
SKT | OUT | -1.058501 | 0.34065 | 3.075643 | 3:28:24PM | 60091 | 194
SKT | OUT | -1.051652 | 0.3433014 | 3.076082 | 3:28:24PM | 60127 | 194
SKT | OUT | -1.046751 | 0.3405086 | 3.075038 | 3:28:24PM | 60159 | 194
SKT | OUT | -1.038156 | 0.3474018 | 3.077974 | 3:28:24PM | 60191 | 194
SKT | OUT | -1.032821 | 0.3396412 | 3.083452 | 3:28:24PM | 60227 | 194
SKT | OUT | -1.026866 | 0.3468524 | 3.087845 | 3:28:24PM | 60259 | 194
SKT | OUT | -1.013882 | 0.3550878 | 3.095328 | 3:28:24PM | 60292 | 194
SKT | OUT | -1.011565 | 0.3504708 | 3.101127 | 3:28:24PM | 60327 | 194
SKT | OUT | -0.9977235 | 0.3579796 | 3.109434 | 3:28:24PM | 60359 | 194
SKT | OUT | -0.9872111 | 0.357355 | 3.110461 | 3:28:24PM | 60391 | 194
SKT | OUT | -0.9721462 | 0.3742123 | 3.11602 | 3:28:24PM | 60427 | 194
SKT | OUT | -0.9750725 | 0.3828793 | 3.113486 | 3:28:24PM | 60459 | 194
SKT | OUT | -0.9749792 | 0.3882416 | 3.117679 | 3:28:24PM | 60491 | 194
SKT | OUT | -0.9735581 | 0.4083656 | 3.121974 | 3:28:24PM | 60528 | 194
SKT | OUT | -0.9659299 | 0.4224562 | 3.129899 | 3:28:24PM | 60559 | 194
SKT | OUT | -0.9527879 | 0.4188647 | 3.143724 | 3:28:24PM | 60596 | 194
SKT | OUT | -0.950215 | 0.4181404 | 3.149457 | 3:28:24PM | 60628 | 194
SKT | OUT | -0.9454986 | 0.4199567 | 3.158513 | 3:28:25PM | 60660 | 194
SKT | OUT | -0.9390429 | 0.4206477 | 3.166147 | 3:28:25PM | 60695 | 194
SKT | OUT | -0.9349375 | 0.4213194 | 3.173504 | 3:28:25PM | 60728 | 194
SKT | OUT | -0.9277378 | 0.4128177 | 3.178324 | 3:28:25PM | 60759 | 194
SKT | OUT | -0.9224593 | 0.4008912 | 3.186049 | 3:28:25PM | 60796 | 194
SKT | OUT | -0.9223343 | 0.4043468 | 3.188328 | 3:28:25PM | 60828 | 194
SKT | OUT | -0.921968 | 0.395465 | 3.190731 | 3:28:25PM | 60859 | 194
SKT | OUT | -0.9163021 | 0.3995898 | 3.193888 | 3:28:25PM | 60895 | 194
SKT | OUT | -0.9065341 | 0.4056028 | 3.199912 | 3:28:25PM | 60928 | 194
SKT | OUT | -0.9064223 | 0.4015463 | 3.200561 | 3:28:25PM | 60959 | 194
SKT | OUT | -0.9069169 | 0.403001 | 3.20196 | 3:28:25PM | 60996 | 194
SKT | OUT | -0.9014986 | 0.4009404 | 3.206036 | 3:28:25PM | 61028 | 194
SKT | OUT | -0.902982 | 0.3986093 | 3.206855 | 3:28:25PM | 61059 | 194
SKT | OUT | -0.898182 | 0.3984846 | 3.211969 | 3:28:25PM | 61096 | 194
SKT | OUT | -0.9010813 | 0.4020378 | 3.20903 | 3:28:25PM | 61127 | 194
SKT | OUT | -0.9053404 | 0.3945377 | 3.203601 | 3:28:25PM | 61160 | 194
SKT | OUT | -0.899548 | 0.3946854 | 3.201476 | 3:28:25PM | 61192 | 194
SKT | OUT | -0.8962352 | 0.3884035 | 3.198446 | 3:28:25PM | 61224 | 194
SKT | OUT | -0.8932046 | 0.3751435 | 3.195484 | 3:28:25PM | 61259 | 194
SKT | OUT | -0.8862652 | 0.363982 | 3.197088 | 3:28:25PM | 61292 | 194
SKT | OUT | -0.8940049 | 0.3482035 | 3.189618 | 3:28:25PM | 61324 | 194
SKT | OUT | -0.8861013 | 0.3444327 | 3.191107 | 3:28:25PM | 61359 | 194
SKT | OUT | -0.8945459 | 0.3330273 | 3.1969 | 3:28:25PM | 61391 | 194
SKT | OUT | -0.9084721 | 0.3262535 | 3.202773 | 3:28:25PM | 61423 | 194
SKT | OUT | -0.9030578 | 0.3186483 | 3.190687 | 3:28:25PM | 61459 | 194
SKT | OUT | -0.9049045 | 0.3203225 | 3.201657 | 3:28:25PM | 61495 | 194
SKT | OUT | -0.9135436 | 0.3235678 | 3.20846 | 3:28:25PM | 61527 | 194
SKT | OUT | -0.9231095 | 0.3277836 | 3.211789 | 3:28:25PM | 61563 | 194
SKT | OUT | -0.9283539 | 0.3400405 | 3.212307 | 3:28:25PM | 61595 | 194
SKT | OUT | -0.930882 | 0.3489254 | 3.210524 | 3:28:25PM | 61626 | 194
SKT | OUT | -0.9397694 | 0.3454381 | 3.211404 | 3:28:26PM | 61663 | 194
SKT | OUT | -0.9402251 | 0.346819 | 3.211612 | 3:28:26PM | 61695 | 194
SKT | OUT | -0.9399608 | 0.3429865 | 3.20826 | 3:28:26PM | 61727 | 194
SKT | OUT | -0.9424154 | 0.346058 | 3.207641 | 3:28:26PM | 61763 | 194
SKT | OUT | -0.9420274 | 0.3527066 | 3.206757 | 3:28:26PM | 61795 | 194
SKT | OUT | -0.941242 | 0.3411545 | 3.204649 | 3:28:26PM | 61827 | 194
SKT | OUT | -0.93951 | 0.3507772 | 3.201968 | 3:28:26PM | 61863 | 194
SKT | OUT | -0.9413345 | 0.3438118 | 3.204896 | 3:28:26PM | 61899 | 194
SKT | OUT | -0.9374475 | 0.3445926 | 3.204641 | 3:28:26PM | 61932 | 194
SKT | OUT | -0.9353195 | 0.3430468 | 3.208006 | 3:28:26PM | 61964 | 194
SKT | OUT | -0.9350616 | 0.3461032 | 3.204774 | 3:28:26PM | 61999 | 194
SKT | OUT | -0.9373832 | 0.3435102 | 3.199323 | 3:28:26PM | 62031 | 194
SKT | OUT | -0.9347578 | 0.3435387 | 3.206101 | 3:28:26PM | 62063 | 194
SKT | OUT | -0.93312 | 0.3410488 | 3.203855 | 3:28:26PM | 62099 | 194
SKT | OUT | -0.9364381 | 0.339462 | 3.202729 | 3:28:26PM | 62131 | 194
SKT | OUT | -0.9343001 | 0.3448386 | 3.202829 | 3:28:26PM | 62163 | 194
SKT | OUT | -0.9388039 | 0.3328509 | 3.203307 | 3:28:26PM | 62199 | 194
SKT | OUT | -0.9378926 | 0.3367274 | 3.200941 | 3:28:26PM | 62231 | 194
SKT | OUT | -0.9358515 | 0.3421048 | 3.205507 | 3:28:26PM | 62263 | 194
SKT | OUT | -0.9367877 | 0.345392 | 3.20145 | 3:28:26PM | 62295 | 194
SKT | OUT | -0.9395095 | 0.3352373 | 3.205425 | 3:28:26PM | 62328 | 194
SKT | OUT | -0.938215 | 0.346252 | 3.202122 | 3:28:26PM | 62363 | 194
SKT | OUT | -0.9420175 | 0.3412417 | 3.203421 | 3:28:26PM | 62395 | 194
SKT | OUT | -0.9434015 | 0.3426212 | 3.201941 | 3:28:26PM | 62427 | 194
SKT | OUT | -0.9386266 | 0.3593725 | 3.201544 | 3:28:26PM | 62463 | 194
SKT | OUT | -0.9409702 | 0.3496278 | 3.198331 | 3:28:26PM | 62495 | 194
SKT | OUT | -0.9445434 | 0.3408498 | 3.200253 | 3:28:26PM | 62527 | 194
SKT | OUT | -0.9387398 | 0.3522373 | 3.199423 | 3:28:26PM | 62563 | 194
SKT | OUT | -0.9425029 | 0.3483736 | 3.195493 | 3:28:26PM | 62595 | 194
SKT | OUT | -0.9446087 | 0.3407061 | 3.193252 | 3:28:26PM | 62627 | 194
SKT | OUT | -0.9452304 | 0.3474255 | 3.193643 | 3:28:27PM | 62659 | 194
SKT | OUT | -0.9488354 | 0.340933 | 3.189724 | 3:28:27PM | 62691 | 194
SKT | OUT | -0.95372 | 0.3411556 | 3.187225 | 3:28:27PM | 62727 | 194
SKT | OUT | -0.9534041 | 0.3424768 | 3.187974 | 3:28:27PM | 62759 | 194
SKT | OUT | -0.9596497 | 0.3527466 | 3.182846 | 3:28:27PM | 62792 | 194
SKT | OUT | -0.9574884 | 0.3507839 | 3.180994 | 3:28:27PM | 62827 | 194
SKT | OUT | -0.9647368 | 0.3516393 | 3.176671 | 3:28:27PM | 62859 | 194
SKT | OUT | -0.972492 | 0.3481664 | 3.176837 | 3:28:27PM | 62891 | 194
SKT | OUT | -0.9712479 | 0.3463644 | 3.174843 | 3:28:27PM | 62927 | 194
SKT | OUT | -0.9762164 | 0.3567965 | 3.171118 | 3:28:27PM | 62959 | 194
SKT | OUT | -0.9835283 | 0.3499334 | 3.167443 | 3:28:27PM | 62995 | 194
SKT | OUT | -0.9855896 | 0.3519171 | 3.168585 | 3:28:27PM | 63027 | 194
SKT | OUT | -0.9859535 | 0.3549837 | 3.16556 | 3:28:27PM | 63059 | 194
SKT | OUT | -0.9888108 | 0.3524166 | 3.164344 | 3:28:27PM | 63095 | 194
SKT | OUT | -0.9931673 | 0.3547671 | 3.159874 | 3:28:27PM | 63128 | 194
SKT | OUT | -0.997251 | 0.3556928 | 3.152083 | 3:28:27PM | 63159 | 194
SKT | OUT | -0.9953155 | 0.3524341 | 3.155119 | 3:28:27PM | 63195 | 194
SKT | OUT | -1.005725 | 0.3487897 | 3.147398 | 3:28:27PM | 63227 | 194
SKT | OUT | -1.012326 | 0.3529958 | 3.144348 | 3:28:27PM | 63285 | 194
SKT | OUT | -1.017927 | 0.3541063 | 3.141617 | 3:28:27PM | 63296 | 194
SKT | OUT | -1.023252 | 0.3563334 | 3.136404 | 3:28:27PM | 63328 | 194
SKT | OUT | -1.029805 | 0.3526543 | 3.133646 | 3:28:27PM | 63359 | 194
SKT | OUT | -1.036149 | 0.3508572 | 3.128387 | 3:28:27PM | 63395 | 194
SKT | OUT | -1.04317 | 0.3433864 | 3.122994 | 3:28:27PM | 63427 | 194
SKT | OUT | -1.043152 | 0.350827 | 3.125855 | 3:28:27PM | 63459 | 194
SKT | OUT | -1.048342 | 0.3475592 | 3.120296 | 3:28:27PM | 63495 | 194
SKT | OUT | -1.056762 | 0.3480388 | 3.117319 | 3:28:27PM | 63527 | 194
SKT | OUT | -1.060946 | 0.3568709 | 3.113264 | 3:28:27PM | 63563 | 194
SKT | OUT | -1.068051 | 0.340119 | 3.106932 | 3:28:27PM | 63594 | 194
SKT | OUT | -1.071316 | 0.3527771 | 3.107261 | 3:28:27PM | 63627 | 194
SKT | OUT | -1.077154 | 0.3416418 | 3.102818 | 3:28:28PM | 63663 | 194
SKT | OUT | -1.077641 | 0.3480905 | 3.101311 | 3:28:28PM | 63696 | 194
SKT | OUT | -1.081097 | 0.3524138 | 3.097043 | 3:28:28PM | 63727 | 194
SKT | OUT | -1.08046 | 0.3407803 | 3.092503 | 3:28:28PM | 63763 | 194
SKT | OUT | -1.081027 | 0.3492534 | 3.085386 | 3:28:28PM | 63796 | 194
SKT | OUT | -1.084712 | 0.3423691 | 3.078616 | 3:28:28PM | 63828 | 194
SKT | OUT | -1.084484 | 0.3436477 | 3.077783 | 3:28:28PM | 63863 | 194
SKT | OUT | -1.089611 | 0.3453382 | 3.096983 | 3:28:28PM | 63895 | 194
SKT | OUT | -1.096104 | 0.350852 | 3.108341 | 3:28:28PM | 63927 | 194
