============================================================================================
Box Size: 2.25 X 1 X 0.8 M
Kinect Position: 0.6, 0.35, 0.35
Experiment Time: 10/14/2013 3:27:24 PM and Ticks:635173612443672432
============================================================================================
EVENTTYPE | EVENT# | HANDTYPE | X | Y | Z | TIME | STOPWATCH(ms) | SKELETON ID
SKT | OUT | -1.01029 | 0.3274046 | 2.891949 | 3:30:26PM | 182417 | 251
SKT | OUT | -1.008181 | 0.3287187 | 2.890609 | 3:30:26PM | 182451 | 251
SKT | OUT | -1.006988 | 0.336012 | 2.891456 | 3:30:26PM | 182480 | 251
SKT | OUT | -1.009345 | 0.3308412 | 2.89028 | 3:30:26PM | 182519 | 251
SKT | OUT | -1.007521 | 0.3347167 | 2.890173 | 3:30:26PM | 182551 | 251
SKT | OUT | -1.012093 | 0.3329094 | 2.88898 | 3:30:26PM | 182583 | 251
SKT | OUT | -1.010898 | 0.3338907 | 2.889953 | 3:30:26PM | 182619 | 251
SKT | OUT | -1.011394 | 0.3426897 | 2.888005 | 3:30:27PM | 182653 | 251
SKT | OUT | -1.015723 | 0.3353006 | 2.889473 | 3:30:27PM | 182694 | 251
SKT | OUT | -1.021415 | 0.3313681 | 2.892094 | 3:30:27PM | 182722 | 251
SKT | OUT | -1.025979 | 0.3367989 | 2.890888 | 3:30:27PM | 182751 | 251
SKT | OUT | -1.02867 | 0.3300514 | 2.893231 | 3:30:27PM | 182785 | 251
SKT | OUT | -1.034944 | 0.3314388 | 2.889613 | 3:30:27PM | 182819 | 251
SKT | OUT | -1.037779 | 0.3335509 | 2.889 | 3:30:27PM | 182851 | 251
SKT | OUT | -1.039033 | 0.3284954 | 2.894111 | 3:30:27PM | 182884 | 251
SKT | OUT | -1.044022 | 0.328867 | 2.890954 | 3:30:27PM | 182919 | 251
SKT | OUT | -1.046076 | 0.3444169 | 2.890288 | 3:30:27PM | 182950 | 251
SKT | OUT | -1.049162 | 0.3375316 | 2.891672 | 3:30:27PM | 182987 | 251
SKT | OUT | -1.050129 | 0.3440929 | 2.891897 | 3:30:27PM | 183018 | 251
SKT | OUT | -1.053332 | 0.3435147 | 2.891666 | 3:30:27PM | 183052 | 251
SKT | OUT | -1.063929 | 0.3434518 | 2.892287 | 3:30:27PM | 183086 | 251
SKT | OUT | -1.074643 | 0.3416427 | 2.890294 | 3:30:27PM | 183120 | 251
SKT | OUT | -1.076678 | 0.3381856 | 2.893029 | 3:30:27PM | 183152 | 251
SKT | OUT | -1.080788 | 0.3455065 | 2.890962 | 3:30:27PM | 183186 | 251
SKT | OUT | -1.088243 | 0.3393925 | 2.888796 | 3:30:27PM | 183218 | 251
SKT | OUT | -1.094368 | 0.3354806 | 2.891069 | 3:30:27PM | 183249 | 251
SKT | OUT | -1.097842 | 0.330259 | 2.894577 | 3:30:27PM | 183288 | 251
SKT | OUT | -1.104671 | 0.3468696 | 2.893285 | 3:30:27PM | 183321 | 251
SKT | OUT | -1.107612 | 0.3409136 | 2.891956 | 3:30:27PM | 183353 | 251
SKT | OUT | -1.11246 | 0.3379688 | 2.89198 | 3:30:27PM | 183389 | 251
SKT | OUT | -1.114958 | 0.337213 | 2.893743 | 3:30:27PM | 183419 | 251
SKT | OUT | -1.116771 | 0.3345587 | 2.895395 | 3:30:27PM | 183454 | 251
SKT | OUT | -1.120516 | 0.3396638 | 2.89698 | 3:30:27PM | 183486 | 251
SKT | OUT | -1.118805 | 0.3387605 | 2.898791 | 3:30:27PM | 183518 | 251
SKT | OUT | -1.132638 | 0.3448487 | 2.893036 | 3:30:27PM | 183551 | 251
SKT | OUT | -1.129349 | 0.3474261 | 2.893959 | 3:30:27PM | 183588 | 251
SKT | OUT | -1.129923 | 0.3455295 | 2.895421 | 3:30:27PM | 183614 | 251
SKT | OUT | -1.134947 | 0.3452004 | 2.897588 | 3:30:28PM | 183649 | 251
SKT | OUT | -1.131927 | 0.3360268 | 2.902214 | 3:30:28PM | 183680 | 251
SKT | OUT | -1.131307 | 0.3369907 | 2.902635 | 3:30:28PM | 183712 | 251
SKT | OUT | -1.130744 | 0.3347662 | 2.908463 | 3:30:28PM | 183748 | 251
SKT | OUT | -1.135671 | 0.3310345 | 2.910863 | 3:30:28PM | 183780 | 251
SKT | OUT | -1.134049 | 0.3369555 | 2.913644 | 3:30:28PM | 183817 | 251
SKT | OUT | -1.134931 | 0.3369288 | 2.915839 | 3:30:28PM | 183850 | 251
SKT | OUT | -1.135363 | 0.3371792 | 2.91587 | 3:30:28PM | 183884 | 251
SKT | OUT | -1.13758 | 0.3385814 | 2.916318 | 3:30:28PM | 183917 | 251
SKT | OUT | -1.138651 | 0.3330342 | 2.920374 | 3:30:28PM | 183953 | 251
SKT | OUT | -1.136131 | 0.330394 | 2.92234 | 3:30:28PM | 183985 | 251
SKT | OUT | -1.134723 | 0.330884 | 2.925213 | 3:30:28PM | 184016 | 251
SKT | OUT | -1.135329 | 0.3276765 | 2.925839 | 3:30:28PM | 184053 | 251
SKT | OUT | -1.136099 | 0.3322945 | 2.926173 | 3:30:28PM | 184084 | 251
SKT | OUT | -1.134084 | 0.3375532 | 2.933281 | 3:30:28PM | 184117 | 251
SKT | OUT | -1.13021 | 0.3378628 | 2.934182 | 3:30:28PM | 184153 | 251
SKT | OUT | -1.130494 | 0.3288134 | 2.936159 | 3:30:28PM | 184184 | 251
SKT | OUT | -1.130823 | 0.3342682 | 2.939838 | 3:30:28PM | 184221 | 251
SKT | OUT | -1.127114 | 0.334542 | 2.938676 | 3:30:28PM | 184253 | 251
SKT | OUT | -1.126509 | 0.3356085 | 2.945033 | 3:30:28PM | 184289 | 251
SKT | OUT | -1.127885 | 0.3342733 | 2.943761 | 3:30:28PM | 184323 | 251
SKT | OUT | -1.129548 | 0.3310232 | 2.94691 | 3:30:28PM | 184353 | 251
SKT | OUT | -1.122126 | 0.3419547 | 2.952828 | 3:30:28PM | 184389 | 251
SKT | OUT | -1.124601 | 0.3458627 | 2.957357 | 3:30:28PM | 184420 | 251
SKT | OUT | -1.119516 | 0.3388254 | 2.963101 | 3:30:28PM | 184453 | 251
SKT | OUT | -1.116287 | 0.3321543 | 2.973596 | 3:30:28PM | 184488 | 251
SKT | OUT | -1.107559 | 0.3451871 | 2.976635 | 3:30:28PM | 184521 | 251
SKT | OUT | -1.109697 | 0.3369482 | 2.985341 | 3:30:28PM | 184553 | 251
SKT | OUT | -1.099907 | 0.3516447 | 2.992735 | 3:30:28PM | 184585 | 251
SKT | OUT | -1.097337 | 0.3414813 | 3.001878 | 3:30:28PM | 184616 | 251
SKT | OUT | -1.093135 | 0.326285 | 3.011112 | 3:30:29PM | 184652 | 251
SKT | OUT | -1.080341 | 0.3509013 | 3.022282 | 3:30:29PM | 184684 | 251
SKT | OUT | -1.075105 | 0.346769 | 3.03409 | 3:30:29PM | 184717 | 251
SKT | OUT | -1.062705 | 0.3354666 | 3.04575 | 3:30:29PM | 184753 | 251
SKT | OUT | -1.056785 | 0.3480991 | 3.054461 | 3:30:29PM | 184785 | 251
SKT | OUT | -1.053453 | 0.3448581 | 3.066389 | 3:30:29PM | 184817 | 251
SKT | OUT | -1.046457 | 0.3322029 | 3.077113 | 3:30:29PM | 184852 | 251
SKT | OUT | -1.043291 | 0.3354889 | 3.084107 | 3:30:29PM | 184885 | 251
SKT | OUT | -1.035296 | 0.3400836 | 3.09776 | 3:30:29PM | 184917 | 251
SKT | OUT | -1.033485 | 0.3418361 | 3.105628 | 3:30:29PM | 184953 | 251
SKT | OUT | -1.026425 | 0.3455869 | 3.115386 | 3:30:29PM | 184984 | 251
SKT | OUT | -1.020043 | 0.3479824 | 3.127941 | 3:30:29PM | 185016 | 251
SKT | OUT | -1.01953 | 0.3477377 | 3.135138 | 3:30:29PM | 185049 | 251
SKT | OUT | -1.015193 | 0.3540286 | 3.141099 | 3:30:29PM | 185080 | 251
SKT | OUT | -1.011093 | 0.3493775 | 3.146473 | 3:30:29PM | 185117 | 251
SKT | OUT | -1.007535 | 0.3621954 | 3.149219 | 3:30:29PM | 185149 | 251
SKT | OUT | -1.006615 | 0.3536935 | 3.155216 | 3:30:29PM | 185182 | 251
SKT | OUT | -1.005985 | 0.3543433 | 3.161588 | 3:30:29PM | 185216 | 251
SKT | OUT | -1.005742 | 0.3525479 | 3.164365 | 3:30:29PM | 185248 | 251
SKT | OUT | -1.01039 | 0.3489487 | 3.167828 | 3:30:29PM | 185285 | 251
SKT | OUT | -1.008231 | 0.3498619 | 3.171281 | 3:30:29PM | 185316 | 251
SKT | OUT | -1.010418 | 0.3502348 | 3.173699 | 3:30:29PM | 185348 | 251
SKT | OUT | -1.012727 | 0.348858 | 3.174606 | 3:30:29PM | 185385 | 251
SKT | OUT | -1.014329 | 0.3473747 | 3.176199 | 3:30:29PM | 185416 | 251
SKT | OUT | -1.017546 | 0.3492632 | 3.178068 | 3:30:29PM | 185448 | 251
SKT | OUT | -1.019175 | 0.3477907 | 3.180158 | 3:30:29PM | 185484 | 251
SKT | OUT | -1.024613 | 0.3455917 | 3.18324 | 3:30:29PM | 185516 | 251
SKT | OUT | -1.029135 | 0.3472956 | 3.181832 | 3:30:29PM | 185548 | 251
SKT | OUT | -1.032216 | 0.3460223 | 3.186101 | 3:30:29PM | 185585 | 251
SKT | OUT | -1.034445 | 0.3457747 | 3.186554 | 3:30:29PM | 185617 | 251
SKT | OUT | -1.042493 | 0.3460928 | 3.188264 | 3:30:30PM | 185648 | 251
SKT | OUT | -1.049559 | 0.3538325 | 3.18786 | 3:30:30PM | 185684 | 251
SKT | OUT | -1.056575 | 0.3521285 | 3.189095 | 3:30:30PM | 185716 | 251
SKT | OUT | -1.062143 | 0.3557059 | 3.191558 | 3:30:30PM | 185748 | 251
SKT | OUT | -1.067996 | 0.3518633 | 3.192431 | 3:30:30PM | 185785 | 251
SKT | OUT | -1.073541 | 0.353801 | 3.191188 | 3:30:30PM | 185817 | 251
SKT | OUT | -1.085091 | 0.352724 | 3.193034 | 3:30:30PM | 185849 | 251
SKT | OUT | -1.087896 | 0.3478106 | 3.194993 | 3:30:30PM | 185885 | 251
SKT | OUT | -1.097293 | 0.3490919 | 3.196204 | 3:30:30PM | 185917 | 251
SKT | OUT | -1.105264 | 0.3498229 | 3.194979 | 3:30:30PM | 185952 | 251
SKT | OUT | -1.118012 | 0.3426084 | 3.193566 | 3:30:30PM | 185984 | 251
SKT | OUT | -1.115436 | 0.3482648 | 3.193669 | 3:30:30PM | 186016 | 251
SKT | OUT | -1.122876 | 0.3401702 | 3.19162 | 3:30:30PM | 186054 | 251
SKT | OUT | -1.132389 | 0.3487325 | 3.186726 | 3:30:30PM | 186086 | 251
SKT | OUT | -1.141482 | 0.3444628 | 3.178414 | 3:30:30PM | 186116 | 251
SKT | OUT | -1.141001 | 0.3469871 | 3.175081 | 3:30:30PM | 186153 | 251
SKT | OUT | -1.140216 | 0.3498321 | 3.171013 | 3:30:30PM | 186185 | 251
SKT | OUT | -1.14477 | 0.3514973 | 3.167691 | 3:30:30PM | 186217 | 251
SKT | OUT | -1.150656 | 0.3419097 | 3.158515 | 3:30:30PM | 186254 | 251
SKT | OUT | -1.156241 | 0.3365796 | 3.158272 | 3:30:30PM | 186287 | 251
SKT | OUT | -1.155751 | 0.3340771 | 3.15511 | 3:30:30PM | 186322 | 251
SKT | OUT | -1.157146 | 0.3318419 | 3.157065 | 3:30:30PM | 186356 | 251
SKT | OUT | -1.161051 | 0.3327809 | 3.156075 | 3:30:30PM | 186386 | 251
SKT | OUT | -1.160575 | 0.3341972 | 3.159927 | 3:30:30PM | 186418 | 251
SKT | OUT | -1.152114 | 0.3413478 | 3.17053 | 3:30:30PM | 186449 | 251
SKT | OUT | -1.151106 | 0.3524759 | 3.169713 | 3:30:30PM | 186482 | 251
SKT | OUT | -1.149838 | 0.3440874 | 3.172412 | 3:30:30PM | 186521 | 251
SKT | OUT | -1.144865 | 0.3455421 | 3.171535 | 3:30:30PM | 186550 | 251
SKT | OUT | -1.148004 | 0.348625 | 3.169407 | 3:30:30PM | 186584 | 251
SKT | OUT | -1.148407 | 0.3551382 | 3.169368 | 3:30:30PM | 186618 | 251
SKT | OUT | -1.148057 | 0.3509567 | 3.169993 | 3:30:31PM | 186652 | 251
SKT | OUT | -1.14973 | 0.3568093 | 3.169217 | 3:30:31PM | 186686 | 251
SKT | OUT | -1.15045 | 0.3561723 | 3.171333 | 3:30:31PM | 186718 | 251
SKT | OUT | -1.148612 | 0.3567249 | 3.169907 | 3:30:31PM | 186754 | 251
SKT | OUT | -1.144834 | 0.3616612 | 3.164759 | 3:30:31PM | 186786 | 251
SKT | OUT | -1.147082 | 0.3532196 | 3.161934 | 3:30:31PM | 186818 | 251
SKT | OUT | -1.14816 | 0.3617564 | 3.157906 | 3:30:31PM | 186853 | 251
SKT | OUT | -1.149448 | 0.3596064 | 3.155044 | 3:30:31PM | 186887 | 251
SKT | OUT | -1.147776 | 0.3532894 | 3.150023 | 3:30:31PM | 186919 | 251
SKT | OUT | -1.147209 | 0.3699227 | 3.146816 | 3:30:31PM | 186955 | 251
SKT | OUT | -1.147205 | 0.3598575 | 3.14409 | 3:30:31PM | 186989 | 251
SKT | OUT | -1.156739 | 0.3611174 | 3.15671 | 3:30:31PM | 187022 | 251
SKT | OUT | -1.155299 | 0.3622774 | 3.156722 | 3:30:31PM | 187054 | 251
SKT | OUT | -1.154264 | 0.3750813 | 3.157585 | 3:30:31PM | 187090 | 251
SKT | OUT | -1.157098 | 0.365136 | 3.157648 | 3:30:31PM | 187121 | 251
SKT | OUT | -1.154326 | 0.3581286 | 3.154391 | 3:30:31PM | 187158 | 251
SKT | OUT | -1.15279 | 0.356313 | 3.153694 | 3:30:31PM | 187190 | 251
SKT | OUT | -1.152548 | 0.3510608 | 3.156311 | 3:30:31PM | 187224 | 251
SKT | OUT | -1.149351 | 0.3547217 | 3.154029 | 3:30:31PM | 187258 | 251
SKT | OUT | -1.149928 | 0.3561221 | 3.161493 | 3:30:31PM | 187288 | 251
SKT | OUT | -1.146214 | 0.354381 | 3.166416 | 3:30:31PM | 187320 | 251
SKT | OUT | -1.150035 | 0.3526573 | 3.168021 | 3:30:31PM | 187356 | 251
SKT | OUT | -1.149017 | 0.3604892 | 3.169697 | 3:30:31PM | 187388 | 251
SKT | OUT | -1.148435 | 0.3526571 | 3.166071 | 3:30:31PM | 187420 | 251
SKT | OUT | -1.15326 | 0.3582433 | 3.172021 | 3:30:31PM | 187453 | 251
SKT | OUT | -1.158278 | 0.3530197 | 3.168079 | 3:30:31PM | 187485 | 251
SKT | OUT | -1.165743 | 0.3516113 | 3.17116 | 3:30:31PM | 187521 | 251
SKT | OUT | -1.165477 | 0.3538331 | 3.178549 | 3:30:31PM | 187554 | 251
SKT | OUT | -1.171825 | 0.3440978 | 3.177557 | 3:30:31PM | 187586 | 251
SKT | OUT | -1.171791 | 0.3470048 | 3.181944 | 3:30:31PM | 187624 | 251
SKT | OUT | -1.179532 | 0.3486695 | 3.185 | 3:30:32PM | 187654 | 251
SKT | OUT | -1.176752 | 0.3449884 | 3.185846 | 3:30:32PM | 187684 | 251
SKT | OUT | -1.180465 | 0.348898 | 3.189096 | 3:30:32PM | 187721 | 251
SKT | OUT | -1.18202 | 0.3457277 | 3.192211 | 3:30:32PM | 187753 | 251
SKT | OUT | -1.183949 | 0.3485461 | 3.197442 | 3:30:32PM | 187786 | 251
SKT | OUT | -1.1889 | 0.346137 | 3.199979 | 3:30:32PM | 187821 | 251
SKT | OUT | -1.187522 | 0.3470581 | 3.201745 | 3:30:32PM | 187852 | 251
SKT | OUT | -1.191384 | 0.3469918 | 3.206965 | 3:30:32PM | 187884 | 251
SKT | OUT | -1.194954 | 0.3529255 | 3.207674 | 3:30:32PM | 187916 | 251
SKT | OUT | -1.2003 | 0.3493389 | 3.210819 | 3:30:32PM | 187948 | 251
SKT | OUT | -1.200518 | 0.3523299 | 3.21372 | 3:30:32PM | 187984 | 251
SKT | OUT | -1.202714 | 0.3455658 | 3.218756 | 3:30:32PM | 188016 | 251
SKT | OUT | -1.204655 | 0.3533829 | 3.221746 | 3:30:32PM | 188050 | 251
SKT | OUT | -1.203766 | 0.3450092 | 3.224918 | 3:30:32PM | 188084 | 251
SKT | OUT | -1.203673 | 0.3455672 | 3.228216 | 3:30:32PM | 188116 | 251
SKT | OUT | -1.207554 | 0.3446591 | 3.230826 | 3:30:32PM | 188148 | 251
SKT | OUT | -1.205811 | 0.3499507 | 3.237752 | 3:30:32PM | 188184 | 251
SKT | OUT | -1.20691 | 0.3476354 | 3.236787 | 3:30:32PM | 188216 | 251
SKT | OUT | -1.208271 | 0.3488274 | 3.239283 | 3:30:32PM | 188256 | 251
SKT | OUT | -1.205674 | 0.3525894 | 3.241546 | 3:30:32PM | 188286 | 251
SKT | OUT | -1.202104 | 0.3520535 | 3.249928 | 3:30:32PM | 188318 | 251
SKT | OUT | -1.209105 | 0.3460329 | 3.248394 | 3:30:32PM | 188353 | 251
SKT | OUT | -1.203379 | 0.3543608 | 3.252276 | 3:30:32PM | 188387 | 251
SKT | OUT | -1.203224 | 0.3547885 | 3.25296 | 3:30:32PM | 188417 | 251
SKT | OUT | -1.204914 | 0.348612 | 3.262333 | 3:30:32PM | 188454 | 251
SKT | OUT | -1.197099 | 0.3545774 | 3.26061 | 3:30:32PM | 188485 | 251
SKT | OUT | -1.195732 | 0.3570462 | 3.267212 | 3:30:32PM | 188517 | 251
SKT | OUT | -1.19421 | 0.3435445 | 3.267132 | 3:30:32PM | 188553 | 251
SKT | OUT | -1.186158 | 0.3564238 | 3.27639 | 3:30:32PM | 188585 | 251
SKT | OUT | -1.182102 | 0.3530246 | 3.278869 | 3:30:32PM | 188617 | 251
SKT | OUT | -1.180075 | 0.3536541 | 3.283361 | 3:30:33PM | 188653 | 251
SKT | OUT | -1.17569 | 0.3565214 | 3.282162 | 3:30:33PM | 188686 | 251
SKT | OUT | -1.167624 | 0.3511414 | 3.292066 | 3:30:33PM | 188717 | 251
SKT | OUT | -1.167072 | 0.3529797 | 3.295638 | 3:30:33PM | 188753 | 251
SKT | OUT | -1.164476 | 0.356192 | 3.304775 | 3:30:33PM | 188785 | 251
SKT | OUT | -1.150118 | 0.3604071 | 3.306717 | 3:30:33PM | 188821 | 251
SKT | OUT | -1.140138 | 0.3682651 | 3.315936 | 3:30:33PM | 188852 | 251
SKT | OUT | -1.136752 | 0.3598119 | 3.316356 | 3:30:33PM | 188885 | 251
SKT | OUT | -1.129622 | 0.3646566 | 3.319816 | 3:30:33PM | 188921 | 251
SKT | OUT | -1.12904 | 0.3674692 | 3.333079 | 3:30:33PM | 188953 | 251
SKT | OUT | -1.124529 | 0.3624517 | 3.338816 | 3:30:33PM | 188984 | 251
SKT | OUT | -1.113391 | 0.3648884 | 3.352677 | 3:30:33PM | 189021 | 251
SKT | OUT | -1.116703 | 0.3602933 | 3.365783 | 3:30:33PM | 189054 | 251
SKT | OUT | -1.104806 | 0.3654936 | 3.366373 | 3:30:33PM | 189085 | 251
SKT | OUT | -1.100247 | 0.3684108 | 3.37163 | 3:30:33PM | 189120 | 251
SKT | OUT | -1.106732 | 0.3772987 | 3.396402 | 3:30:33PM | 189152 | 251
SKT | OUT | -1.101997 | 0.3707456 | 3.395849 | 3:30:33PM | 189184 | 251
SKT | OUT | -1.10237 | 0.3657654 | 3.40468 | 3:30:33PM | 189217 | 251
SKT | OUT | -1.099766 | 0.3661689 | 3.41934 | 3:30:33PM | 189250 | 251
SKT | OUT | -1.092164 | 0.3655545 | 3.426396 | 3:30:33PM | 189285 | 251
SKT | OUT | -1.095185 | 0.3666586 | 3.433868 | 3:30:33PM | 189318 | 251
SKT | OUT | -1.093349 | 0.3686092 | 3.43901 | 3:30:33PM | 189348 | 251
SKT | OUT | -1.097796 | 0.3635004 | 3.44771 | 3:30:33PM | 189384 | 251
SKT | OUT | -1.09859 | 0.3705018 | 3.456445 | 3:30:33PM | 189417 | 251
SKT | OUT | -1.099829 | 0.3633002 | 3.462264 | 3:30:33PM | 189453 | 251
SKT | OUT | -1.099588 | 0.3767474 | 3.462818 | 3:30:33PM | 189484 | 251
SKT | OUT | -1.103606 | 0.363764 | 3.471972 | 3:30:33PM | 189521 | 251
SKT | OUT | -1.108839 | 0.3715955 | 3.476627 | 3:30:33PM | 189552 | 251
SKT | OUT | -1.118575 | 0.3759715 | 3.484263 | 3:30:33PM | 189586 | 251
SKT | OUT | -1.126779 | 0.3625205 | 3.494268 | 3:30:33PM | 189621 | 251
SKT | OUT | -1.133463 | 0.366611 | 3.498133 | 3:30:34PM | 189654 | 251
SKT | OUT | -1.135256 | 0.3651451 | 3.503765 | 3:30:34PM | 189686 | 251
SKT | OUT | -1.151752 | 0.3694785 | 3.505781 | 3:30:34PM | 189721 | 251
SKT | OUT | -1.158091 | 0.3725127 | 3.515043 | 3:30:34PM | 189753 | 251
SKT | OUT | -1.175845 | 0.3721943 | 3.520001 | 3:30:34PM | 189786 | 251
SKT | OUT | -1.180706 | 0.3713481 | 3.520673 | 3:30:34PM | 189818 | 251
SKT | OUT | -1.188877 | 0.3744454 | 3.530018 | 3:30:34PM | 189851 | 251
SKT | OUT | -1.202335 | 0.3755065 | 3.536829 | 3:30:34PM | 189887 | 251
SKT | OUT | -1.21624 | 0.3618942 | 3.537091 | 3:30:34PM | 189918 | 251
SKT | OUT | -1.224589 | 0.3645357 | 3.535648 | 3:30:34PM | 189954 | 251
SKT | OUT | -1.225516 | 0.3695949 | 3.535817 | 3:30:34PM | 189987 | 251
SKT | OUT | -1.234923 | 0.3794243 | 3.543876 | 3:30:34PM | 190022 | 251
SKT | OUT | -1.252069 | 0.3680286 | 3.547294 | 3:30:34PM | 190055 | 251
SKT | OUT | -1.26098 | 0.3674052 | 3.551457 | 3:30:34PM | 190086 | 251
SKT | OUT | -1.266617 | 0.3745908 | 3.547832 | 3:30:34PM | 190123 | 251
SKT | OUT | -1.276787 | 0.3763573 | 3.549853 | 3:30:34PM | 190154 | 251
SKT | OUT | -1.28359 | 0.3705956 | 3.549468 | 3:30:34PM | 190186 | 251
SKT | OUT | -1.298903 | 0.3697427 | 3.56215 | 3:30:34PM | 190222 | 251
SKT | OUT | -1.309404 | 0.3722327 | 3.566429 | 3:30:34PM | 190255 | 251
SKT | OUT | -1.317344 | 0.3627543 | 3.57614 | 3:30:34PM | 190287 | 251
SKT | OUT | -1.325578 | 0.3680662 | 3.57801 | 3:30:34PM | 190320 | 251
SKT | OUT | -1.336525 | 0.3593231 | 3.58039 | 3:30:34PM | 190351 | 251
SKT | OUT | -1.341374 | 0.362285 | 3.575734 | 3:30:34PM | 190387 | 251
SKT | OUT | -1.345064 | 0.3719611 | 3.579973 | 3:30:34PM | 190419 | 251
SKT | OUT | -1.3463 | 0.3627385 | 3.583238 | 3:30:34PM | 190451 | 251
SKT | OUT | -1.344928 | 0.3650602 | 3.586442 | 3:30:34PM | 190487 | 251
SKT | OUT | -1.348367 | 0.3658537 | 3.595789 | 3:30:34PM | 190519 | 251
SKT | OUT | -1.347751 | 0.3657125 | 3.597038 | 3:30:34PM | 190551 | 251
SKT | OUT | -1.352913 | 0.3651966 | 3.597204 | 3:30:34PM | 190587 | 251
SKT | OUT | -1.355533 | 0.3551488 | 3.603048 | 3:30:34PM | 190618 | 251
SKT | OUT | -1.356691 | 0.3529508 | 3.603019 | 3:30:35PM | 190651 | 251
SKT | OUT | -1.362411 | 0.352975 | 3.601197 | 3:30:35PM | 190682 | 251
SKT | OUT | -1.365832 | 0.3510226 | 3.605878 | 3:30:35PM | 190715 | 251
SKT | OUT | -1.365484 | 0.3524052 | 3.610726 | 3:30:35PM | 190750 | 251
SKT | OUT | -1.373475 | 0.3571064 | 3.610833 | 3:30:35PM | 190784 | 251
SKT | OUT | -1.375235 | 0.3528933 | 3.609851 | 3:30:35PM | 190815 | 251
SKT | OUT | -1.384241 | 0.3495958 | 3.612663 | 3:30:35PM | 190854 | 251
SKT | OUT | -1.388457 | 0.3510313 | 3.611078 | 3:30:35PM | 190882 | 251
SKT | OUT | -1.390576 | 0.346095 | 3.609575 | 3:30:35PM | 190916 | 251
SKT | OUT | -1.38447 | 0.3567096 | 3.612331 | 3:30:35PM | 190950 | 251
SKT | OUT | -1.386393 | 0.3556972 | 3.611891 | 3:30:35PM | 190982 | 251
SKT | OUT | -1.387405 | 0.3476189 | 3.60763 | 3:30:35PM | 191014 | 251
SKT | OUT | -1.387976 | 0.3574381 | 3.605562 | 3:30:35PM | 191051 | 251
SKT | OUT | -1.386927 | 0.3573857 | 3.603554 | 3:30:35PM | 191082 | 251
SKT | OUT | -1.386914 | 0.3494706 | 3.59817 | 3:30:35PM | 191119 | 251
SKT | OUT | -1.385761 | 0.3440058 | 3.593508 | 3:30:35PM | 191150 | 251
SKT | OUT | -1.385154 | 0.3518912 | 3.59979 | 3:30:35PM | 191182 | 251
SKT | OUT | -1.384558 | 0.3492914 | 3.589792 | 3:30:35PM | 191218 | 251
SKT | OUT | -1.387869 | 0.3539107 | 3.595717 | 3:30:35PM | 191251 | 251
SKT | OUT | -1.393074 | 0.3446652 | 3.588128 | 3:30:35PM | 191282 | 251
SKT | OUT | -1.391092 | 0.3560479 | 3.58634 | 3:30:35PM | 191321 | 251
SKT | OUT | -1.388788 | 0.3537213 | 3.578989 | 3:30:35PM | 191351 | 251
SKT | OUT | -1.377999 | 0.3640018 | 3.580467 | 3:30:35PM | 191384 | 251
SKT | OUT | -1.381017 | 0.3584463 | 3.573067 | 3:30:35PM | 191418 | 251
SKT | OUT | -1.371478 | 0.3628467 | 3.56532 | 3:30:35PM | 191450 | 251
SKT | OUT | -1.367746 | 0.364782 | 3.557561 | 3:30:35PM | 191483 | 251
SKT | OUT | -1.374831 | 0.3515162 | 3.547827 | 3:30:35PM | 191518 | 251
SKT | OUT | -1.361661 | 0.3564386 | 3.540215 | 3:30:35PM | 191550 | 251
SKT | OUT | -1.360352 | 0.3599502 | 3.538123 | 3:30:35PM | 191582 | 251
SKT | OUT | -1.355573 | 0.3536318 | 3.529111 | 3:30:35PM | 191618 | 251
SKT | OUT | -1.346928 | 0.3619801 | 3.520815 | 3:30:36PM | 191652 | 251
SKT | OUT | -1.346632 | 0.3592937 | 3.515057 | 3:30:36PM | 191682 | 251
SKT | OUT | -1.34305 | 0.3535819 | 3.505034 | 3:30:36PM | 191718 | 251
SKT | OUT | -1.334171 | 0.3560541 | 3.491042 | 3:30:36PM | 191750 | 251
SKT | OUT | -1.326582 | 0.3670284 | 3.485594 | 3:30:36PM | 191788 | 251
SKT | OUT | -1.325508 | 0.3483663 | 3.476163 | 3:30:36PM | 191819 | 251
SKT | OUT | -1.31542 | 0.3662116 | 3.463281 | 3:30:36PM | 191850 | 251
SKT | OUT | -1.310994 | 0.3513135 | 3.459333 | 3:30:36PM | 191886 | 251
SKT | OUT | -1.3045 | 0.3686948 | 3.452033 | 3:30:36PM | 191919 | 251
SKT | OUT | -1.303784 | 0.3484795 | 3.443268 | 3:30:36PM | 191950 | 251
SKT | OUT | -1.299081 | 0.3619381 | 3.436157 | 3:30:36PM | 191987 | 251
SKT | OUT | -1.296211 | 0.3608027 | 3.429675 | 3:30:36PM | 192019 | 251
SKT | OUT | -1.292984 | 0.3521416 | 3.426238 | 3:30:36PM | 192050 | 251
SKT | OUT | -1.2895 | 0.3435115 | 3.422562 | 3:30:36PM | 192086 | 251
SKT | OUT | -1.29186 | 0.3382943 | 3.418411 | 3:30:36PM | 192118 | 251
SKT | OUT | -1.282029 | 0.3456933 | 3.412688 | 3:30:36PM | 192150 | 251
SKT | OUT | -1.280372 | 0.3533678 | 3.409667 | 3:30:36PM | 192186 | 251
SKT | OUT | -1.274766 | 0.3598402 | 3.405992 | 3:30:36PM | 192218 | 251
